interval, total, insert, update counters, update state, calc, save, queue time, active, finished, insert, update, queue size
465,1,0,0,1,0,0,1,218,40,0,218,0
466,2,0,0,2,0,0,0,218,40,0,218,0
467,2,0,1,1,0,0,0,218,40,0,218,0
468,2,0,1,1,0,0,0,218,40,0,218,0
469,1,0,0,1,0,0,0,218,40,0,218,0
470,2,0,1,1,0,0,0,218,40,0,218,0
471,2,0,1,1,0,0,0,218,40,0,218,0
472,2,1,0,1,0,0,0,218,40,0,218,0
473,2,0,1,1,0,0,0,218,40,0,218,0
474,2,0,1,1,0,0,0,218,40,0,218,0
475,1,0,0,1,0,0,0,218,40,0,218,0
476,2,0,1,1,0,0,0,216,42,0,218,0
477,2,0,1,1,0,0,0,215,43,0,214,0
478,2,0,1,1,0,0,0,214,45,1,214,0
479,2,0,0,2,0,0,0,215,45,1,215,0
480,44,0,0,1,36,7,0,214,21,1,214,0
481,1,0,0,1,0,0,0,214,21,0,214,0
482,1,0,0,1,0,0,0,212,23,0,209,0
483,1,0,0,1,0,0,0,209,26,0,209,0
484,1,0,0,1,0,0,1,206,29,0,205,0
485,1,0,0,1,0,0,0,205,30,0,205,0
486,2,0,1,1,0,0,0,205,30,0,205,0
487,1,0,0,1,0,0,0,205,30,0,205,0
488,1,0,0,1,0,0,1,202,34,1,202,0
489,1,0,0,1,0,0,0,202,34,0,202,0
490,1,0,0,1,0,0,1,201,35,0,201,0
491,1,0,0,1,0,0,0,200,36,0,201,0
492,1,0,0,1,0,0,0,200,36,0,200,0
493,2,1,0,1,0,0,0,200,36,0,200,0
494,1,0,0,1,0,0,1,200,36,0,200,0
495,1,0,0,1,0,0,0,200,36,0,200,0
496,2,0,1,1,0,0,0,199,37,0,200,0
497,1,0,0,1,0,0,0,198,38,0,200,0
498,2,1,0,1,0,0,0,198,38,0,198,0
499,1,0,0,1,0,0,0,198,38,0,198,0
500,3,1,0,2,0,0,0,198,38,0,196,0
501,2,0,1,1,0,0,0,195,41,0,196,0
502,2,1,0,1,0,0,0,195,41,0,195,0
503,2,0,1,1,0,0,0,195,41,0,195,0
504,1,0,0,1,0,0,0,195,41,0,195,0
505,2,0,1,1,0,0,0,195,41,0,195,0
506,1,0,0,1,0,0,0,195,41,0,195,0
507,1,0,0,1,0,0,0,195,41,0,195,0
508,1,0,0,1,0,0,1,195,41,0,195,0
509,2,1,0,1,0,0,0,195,41,0,195,0
510,1,0,0,1,0,0,0,195,41,0,195,0
511,1,0,1,0,0,0,0,195,41,0,195,0
512,2,0,1,1,0,0,0,194,42,0,194,0
513,1,0,0,1,0,0,0,194,42,0,194,0
514,1,0,1,0,0,0,0,194,42,0,194,0
515,1,0,1,0,0,0,0,194,42,0,194,0
516,2,1,0,1,0,0,0,194,42,0,194,0
517,1,0,1,0,0,0,0,194,42,0,194,0
518,2,0,1,1,0,0,0,194,42,0,194,0
519,2,0,1,1,0,0,0,194,42,0,194,0
520,52,0,0,1,43,8,0,189,20,1,192,0
521,1,0,0,1,0,0,1,189,20,0,192,0
522,1,0,0,1,0,0,0,189,20,0,189,0
523,1,0,0,1,0,0,0,189,20,0,189,0
524,1,0,1,0,0,0,0,189,20,0,189,0
525,1,0,0,1,0,0,1,189,20,0,189,0
526,1,0,1,0,0,0,0,189,20,0,189,0
527,2,1,0,1,0,0,0,189,20,0,189,0
528,2,1,0,1,0,0,0,189,20,0,189,0
